"","clustsize","category"
"2226",1,"All clusters"
"2227",1,"All clusters"
"2228",1,"All clusters"
"2229",1,"All clusters"
"2230",1,"All clusters"
"2231",1,"All clusters"
"2232",1,"All clusters"
"2233",1,"All clusters"
"2234",1,"All clusters"
"2235",1,"All clusters"
"2236",1,"All clusters"
"2237",1,"All clusters"
"2238",1,"All clusters"
"2239",1,"All clusters"
"2240",1,"All clusters"
"2241",1,"All clusters"
"2242",1,"All clusters"
"2243",1,"All clusters"
"2244",1,"All clusters"
"2245",1,"All clusters"
"2246",1,"All clusters"
"2247",1,"All clusters"
"2248",1,"All clusters"
"2249",1,"All clusters"
"2250",1,"All clusters"
"2251",1,"All clusters"
"2252",1,"All clusters"
"2253",1,"All clusters"
"2254",1,"All clusters"
"2255",1,"All clusters"
"2256",1,"All clusters"
"2257",1,"All clusters"
"2258",1,"All clusters"
"2259",1,"All clusters"
"2260",1,"All clusters"
"2261",1,"All clusters"
"2262",1,"All clusters"
"2263",1,"All clusters"
"2264",1,"All clusters"
"2265",1,"All clusters"
"2266",1,"All clusters"
"2267",1,"All clusters"
"2268",1,"All clusters"
"2269",1,"All clusters"
"2270",1,"All clusters"
"2271",1,"All clusters"
"2272",1,"All clusters"
"2273",1,"All clusters"
"2274",1,"All clusters"
"2275",1,"All clusters"
"2276",1,"All clusters"
"2277",1,"All clusters"
"2278",1,"All clusters"
"2279",1,"All clusters"
"2280",1,"All clusters"
"2281",1,"All clusters"
"2282",1,"All clusters"
"2283",1,"All clusters"
"2284",1,"All clusters"
"2285",1,"All clusters"
"2286",1,"All clusters"
"2287",1,"All clusters"
"2288",1,"All clusters"
"2289",1,"All clusters"
"2290",1,"All clusters"
"2291",1,"All clusters"
"2292",1,"All clusters"
"2293",1,"All clusters"
"2294",1,"All clusters"
"2295",1,"All clusters"
"2296",1,"All clusters"
"2297",1,"All clusters"
"2298",1,"All clusters"
"2299",1,"All clusters"
"2300",1,"All clusters"
"2301",1,"All clusters"
"2302",1,"All clusters"
"2303",1,"All clusters"
"2304",1,"All clusters"
"2305",1,"All clusters"
"2306",1,"All clusters"
"2307",1,"All clusters"
"2308",1,"All clusters"
"2309",1,"All clusters"
"2310",1,"All clusters"
"2311",1,"All clusters"
"2312",1,"All clusters"
"2313",1,"All clusters"
"2314",1,"All clusters"
"2315",1,"All clusters"
"2316",1,"All clusters"
"2317",1,"All clusters"
"2318",1,"All clusters"
"2319",1,"All clusters"
"2320",1,"All clusters"
"2321",1,"All clusters"
"2322",1,"All clusters"
"2323",1,"All clusters"
"2324",1,"All clusters"
"2325",1,"All clusters"
"2326",1,"All clusters"
"2327",1,"All clusters"
"2328",1,"All clusters"
"2329",1,"All clusters"
"2330",1,"All clusters"
"2331",1,"All clusters"
"2332",1,"All clusters"
"2333",1,"All clusters"
"2334",1,"All clusters"
"2335",1,"All clusters"
"2336",1,"All clusters"
"2337",1,"All clusters"
"2338",1,"All clusters"
"2339",1,"All clusters"
"2340",1,"All clusters"
"2341",1,"All clusters"
"2342",1,"All clusters"
"2343",1,"All clusters"
"2344",1,"All clusters"
"2345",1,"All clusters"
"2346",1,"All clusters"
"2347",1,"All clusters"
"2348",1,"All clusters"
"2349",1,"All clusters"
"2350",1,"All clusters"
"2351",1,"All clusters"
"2352",1,"All clusters"
"2353",1,"All clusters"
"2354",1,"All clusters"
"2355",1,"All clusters"
"2356",1,"All clusters"
"2357",1,"All clusters"
"2358",1,"All clusters"
"2359",1,"All clusters"
"2360",1,"All clusters"
"2361",1,"All clusters"
"2362",1,"All clusters"
"2363",1,"All clusters"
"2364",1,"All clusters"
"2365",1,"All clusters"
"2366",1,"All clusters"
"2367",1,"All clusters"
"2368",1,"All clusters"
"2369",1,"All clusters"
"2370",1,"All clusters"
"2371",1,"All clusters"
"2372",1,"All clusters"
"2373",1,"All clusters"
"2374",1,"All clusters"
"2375",1,"All clusters"
"2376",1,"All clusters"
"2377",1,"All clusters"
"2378",1,"All clusters"
"2379",1,"All clusters"
"2380",1,"All clusters"
"2381",1,"All clusters"
"2382",1,"All clusters"
"2383",1,"All clusters"
"2384",1,"All clusters"
"2385",1,"All clusters"
"2386",1,"All clusters"
"2387",1,"All clusters"
"2388",1,"All clusters"
"2389",1,"All clusters"
"2390",1,"All clusters"
"2391",1,"All clusters"
"2392",1,"All clusters"
"2393",1,"All clusters"
"2394",1,"All clusters"
"2395",1,"All clusters"
"2396",1,"All clusters"
"2397",1,"All clusters"
"2398",1,"All clusters"
"2399",1,"All clusters"
"2400",1,"All clusters"
"2401",1,"All clusters"
"2402",1,"All clusters"
"2403",1,"All clusters"
"2404",1,"All clusters"
"2405",1,"All clusters"
"2406",1,"All clusters"
"2407",1,"All clusters"
"2408",1,"All clusters"
"2409",1,"All clusters"
"2410",1,"All clusters"
"2411",1,"All clusters"
"2412",1,"All clusters"
"2413",1,"All clusters"
"2414",1,"All clusters"
"2415",1,"All clusters"
"2416",1,"All clusters"
"2417",1,"All clusters"
"2418",1,"All clusters"
"2419",1,"All clusters"
"2420",1,"All clusters"
"2421",1,"All clusters"
"2422",1,"All clusters"
"2423",1,"All clusters"
"2424",1,"All clusters"
"2425",1,"All clusters"
"2426",1,"All clusters"
"2427",1,"All clusters"
"2428",1,"All clusters"
"2429",1,"All clusters"
"2430",1,"All clusters"
"2431",1,"All clusters"
"2432",1,"All clusters"
"2433",1,"All clusters"
"2434",1,"All clusters"
"2435",1,"All clusters"
"2436",1,"All clusters"
"2437",1,"All clusters"
"2438",1,"All clusters"
"2439",1,"All clusters"
"2440",1,"All clusters"
"2441",1,"All clusters"
"2442",1,"All clusters"
"2443",1,"All clusters"
"2444",1,"All clusters"
"2445",1,"All clusters"
"2446",1,"All clusters"
"2447",1,"All clusters"
"2448",1,"All clusters"
"2449",1,"All clusters"
"2450",1,"All clusters"
"2451",1,"All clusters"
"2452",1,"All clusters"
"2453",1,"All clusters"
"2454",1,"All clusters"
"2455",1,"All clusters"
"2456",1,"All clusters"
"2457",1,"All clusters"
"2458",1,"All clusters"
"2459",1,"All clusters"
"2460",1,"All clusters"
"2461",1,"All clusters"
"2462",1,"All clusters"
"2463",1,"All clusters"
"2464",1,"All clusters"
"2465",1,"All clusters"
"2466",1,"All clusters"
"2467",1,"All clusters"
"2468",1,"All clusters"
"2469",1,"All clusters"
"2470",1,"All clusters"
"2471",1,"All clusters"
"2472",1,"All clusters"
"2473",1,"All clusters"
"2474",1,"All clusters"
"2475",1,"All clusters"
"2476",1,"All clusters"
"2477",1,"All clusters"
"2478",1,"All clusters"
"2479",1,"All clusters"
"2480",1,"All clusters"
"2481",1,"All clusters"
"2482",1,"All clusters"
"2483",1,"All clusters"
"2484",1,"All clusters"
"2485",1,"All clusters"
"2486",1,"All clusters"
"2487",1,"All clusters"
"2488",1,"All clusters"
"2489",1,"All clusters"
"2490",1,"All clusters"
"2491",1,"All clusters"
"2492",1,"All clusters"
"2493",1,"All clusters"
"2494",1,"All clusters"
"2495",1,"All clusters"
"2496",1,"All clusters"
"2497",1,"All clusters"
"2498",1,"All clusters"
"2499",1,"All clusters"
"2500",1,"All clusters"
"2501",1,"All clusters"
"2502",1,"All clusters"
"2503",1,"All clusters"
"2504",1,"All clusters"
"2505",1,"All clusters"
"2506",1,"All clusters"
"2507",1,"All clusters"
"2508",1,"All clusters"
"2509",1,"All clusters"
"2510",1,"All clusters"
"2511",1,"All clusters"
"2512",1,"All clusters"
"2513",1,"All clusters"
"2514",1,"All clusters"
"2515",1,"All clusters"
"2516",1,"All clusters"
"2517",1,"All clusters"
"2518",1,"All clusters"
"2519",1,"All clusters"
"2520",1,"All clusters"
"2521",1,"All clusters"
"2522",1,"All clusters"
"2523",1,"All clusters"
"2524",1,"All clusters"
"2525",1,"All clusters"
"2526",1,"All clusters"
"2527",1,"All clusters"
"2528",1,"All clusters"
"2529",1,"All clusters"
"2530",1,"All clusters"
"2531",1,"All clusters"
"2532",1,"All clusters"
"2533",1,"All clusters"
"2534",1,"All clusters"
"2535",1,"All clusters"
"2536",1,"All clusters"
"2537",1,"All clusters"
"2538",1,"All clusters"
"2539",1,"All clusters"
"2540",1,"All clusters"
"2541",1,"All clusters"
"2542",1,"All clusters"
"2543",1,"All clusters"
"2544",1,"All clusters"
"2545",1,"All clusters"
"2546",1,"All clusters"
"2547",1,"All clusters"
"2548",1,"All clusters"
"2549",1,"All clusters"
"2550",1,"All clusters"
"2551",1,"All clusters"
"2552",1,"All clusters"
"2553",1,"All clusters"
"2554",1,"All clusters"
"2555",1,"All clusters"
"2556",1,"All clusters"
"2557",1,"All clusters"
"2558",1,"All clusters"
"2559",1,"All clusters"
"2560",1,"All clusters"
"2561",1,"All clusters"
"2562",1,"All clusters"
"2563",1,"All clusters"
"2564",1,"All clusters"
"2565",1,"All clusters"
"2566",1,"All clusters"
"2567",1,"All clusters"
"2568",1,"All clusters"
"2569",1,"All clusters"
"2570",1,"All clusters"
"2571",1,"All clusters"
"2572",1,"All clusters"
"2573",1,"All clusters"
"2574",1,"All clusters"
"2575",1,"All clusters"
"2576",1,"All clusters"
"2577",1,"All clusters"
"2578",1,"All clusters"
"2579",1,"All clusters"
"2580",1,"All clusters"
"2581",1,"All clusters"
"2582",1,"All clusters"
"2583",1,"All clusters"
"2584",1,"All clusters"
"2585",1,"All clusters"
"2586",1,"All clusters"
"2587",1,"All clusters"
"2588",1,"All clusters"
"2589",1,"All clusters"
"2590",1,"All clusters"
"2591",1,"All clusters"
"2592",1,"All clusters"
"2593",1,"All clusters"
"2594",1,"All clusters"
"2595",1,"All clusters"
"2596",1,"All clusters"
"2597",1,"All clusters"
"2598",1,"All clusters"
"2599",1,"All clusters"
"2600",1,"All clusters"
"2601",1,"All clusters"
"2602",1,"All clusters"
"2603",1,"All clusters"
"2604",1,"All clusters"
"2605",1,"All clusters"
"2606",1,"All clusters"
"2607",1,"All clusters"
"2608",1,"All clusters"
"2609",1,"All clusters"
"2610",1,"All clusters"
"2611",1,"All clusters"
"2612",1,"All clusters"
"2613",1,"All clusters"
"2614",1,"All clusters"
"2615",1,"All clusters"
"2616",1,"All clusters"
"2617",1,"All clusters"
"2618",1,"All clusters"
"2619",1,"All clusters"
"2620",1,"All clusters"
"2621",1,"All clusters"
"2622",1,"All clusters"
"2623",1,"All clusters"
"2624",1,"All clusters"
"2625",1,"All clusters"
"2626",1,"All clusters"
"2627",1,"All clusters"
"2628",1,"All clusters"
"2629",1,"All clusters"
"2630",1,"All clusters"
"2631",1,"All clusters"
"2632",1,"All clusters"
"2633",1,"All clusters"
"2634",1,"All clusters"
"2635",1,"All clusters"
"2636",1,"All clusters"
"2637",1,"All clusters"
"2638",1,"All clusters"
"2639",1,"All clusters"
"2640",1,"All clusters"
"2641",1,"All clusters"
"2642",1,"All clusters"
"2643",1,"All clusters"
"2644",1,"All clusters"
"2645",1,"All clusters"
"2646",1,"All clusters"
"2647",1,"All clusters"
"2648",1,"All clusters"
"2649",1,"All clusters"
"2650",1,"All clusters"
"2651",1,"All clusters"
"2652",1,"All clusters"
"2653",1,"All clusters"
"2654",1,"All clusters"
"2655",1,"All clusters"
"2656",1,"All clusters"
"2657",1,"All clusters"
"2658",1,"All clusters"
"2659",1,"All clusters"
"2660",1,"All clusters"
"2661",1,"All clusters"
"2662",1,"All clusters"
"2663",1,"All clusters"
"2664",1,"All clusters"
"2665",1,"All clusters"
"2666",1,"All clusters"
"2667",1,"All clusters"
"2668",1,"All clusters"
"2669",1,"All clusters"
"2670",1,"All clusters"
"2671",1,"All clusters"
"2672",1,"All clusters"
"2673",1,"All clusters"
"2674",1,"All clusters"
"2675",1,"All clusters"
"2676",1,"All clusters"
"2677",1,"All clusters"
"2678",1,"All clusters"
"2679",1,"All clusters"
"2680",1,"All clusters"
"2681",1,"All clusters"
"2682",1,"All clusters"
"2683",1,"All clusters"
"2684",1,"All clusters"
"2685",1,"All clusters"
"2686",1,"All clusters"
"2687",1,"All clusters"
"2688",1,"All clusters"
"2689",1,"All clusters"
"2690",1,"All clusters"
"2691",1,"All clusters"
"2692",1,"All clusters"
"2693",1,"All clusters"
"2694",1,"All clusters"
"2695",1,"All clusters"
"2696",1,"All clusters"
"2697",1,"All clusters"
"2698",1,"All clusters"
"2699",1,"All clusters"
"2700",1,"All clusters"
"2701",1,"All clusters"
"2702",1,"All clusters"
"2703",1,"All clusters"
"2704",1,"All clusters"
"2705",1,"All clusters"
"2706",1,"All clusters"
"2707",1,"All clusters"
"2708",1,"All clusters"
"2709",1,"All clusters"
"2710",1,"All clusters"
"2711",1,"All clusters"
"2712",1,"All clusters"
"2713",1,"All clusters"
"2714",1,"All clusters"
"2715",1,"All clusters"
"2716",1,"All clusters"
"2717",1,"All clusters"
"2718",1,"All clusters"
"2719",1,"All clusters"
"2720",1,"All clusters"
"2721",1,"All clusters"
"2722",1,"All clusters"
"2723",1,"All clusters"
"2724",1,"All clusters"
"2725",1,"All clusters"
"2726",1,"All clusters"
"2727",1,"All clusters"
"2728",1,"All clusters"
"2729",1,"All clusters"
"2730",1,"All clusters"
"2731",1,"All clusters"
"2732",1,"All clusters"
"2733",1,"All clusters"
"2734",1,"All clusters"
"2735",1,"All clusters"
"2736",1,"All clusters"
"2737",1,"All clusters"
"2738",1,"All clusters"
"2739",1,"All clusters"
"2740",1,"All clusters"
"2741",1,"All clusters"
"2742",1,"All clusters"
"2743",1,"All clusters"
"2744",1,"All clusters"
"2745",1,"All clusters"
"2746",1,"All clusters"
"2747",1,"All clusters"
"2748",1,"All clusters"
"2749",1,"All clusters"
"2750",1,"All clusters"
"2751",1,"All clusters"
"2752",1,"All clusters"
"2753",1,"All clusters"
"2754",1,"All clusters"
"2755",1,"All clusters"
"2756",1,"All clusters"
"2757",1,"All clusters"
"2758",1,"All clusters"
"2759",1,"All clusters"
"2760",1,"All clusters"
"2761",1,"All clusters"
"2762",1,"All clusters"
"2763",1,"All clusters"
"2764",1,"All clusters"
"2765",1,"All clusters"
"2766",1,"All clusters"
"2767",1,"All clusters"
"2768",1,"All clusters"
"2769",1,"All clusters"
"2770",1,"All clusters"
"2771",1,"All clusters"
"2772",1,"All clusters"
"2773",1,"All clusters"
"2774",1,"All clusters"
"2775",1,"All clusters"
"2776",1,"All clusters"
"2777",1,"All clusters"
"2778",1,"All clusters"
"2779",1,"All clusters"
"2780",1,"All clusters"
"2781",1,"All clusters"
"2782",1,"All clusters"
"2783",1,"All clusters"
"2784",1,"All clusters"
"2785",1,"All clusters"
"2786",1,"All clusters"
"2787",1,"All clusters"
"2788",1,"All clusters"
"2789",1,"All clusters"
"2790",1,"All clusters"
"2791",1,"All clusters"
"2792",1,"All clusters"
"2793",1,"All clusters"
"2794",1,"All clusters"
"2795",1,"All clusters"
"2796",1,"All clusters"
"2797",1,"All clusters"
"2798",1,"All clusters"
"2799",1,"All clusters"
"2800",1,"All clusters"
"2801",1,"All clusters"
"2802",1,"All clusters"
"2803",1,"All clusters"
"2804",1,"All clusters"
"2805",1,"All clusters"
"2806",1,"All clusters"
"2807",1,"All clusters"
"2808",1,"All clusters"
"2809",1,"All clusters"
"2810",1,"All clusters"
"2811",1,"All clusters"
"2812",1,"All clusters"
"2813",1,"All clusters"
"2814",1,"All clusters"
"2815",1,"All clusters"
"2816",1,"All clusters"
"2817",1,"All clusters"
"2818",1,"All clusters"
"2819",1,"All clusters"
"2820",1,"All clusters"
"2821",1,"All clusters"
"2822",1,"All clusters"
"2823",1,"All clusters"
"2824",1,"All clusters"
"2825",1,"All clusters"
"2826",1,"All clusters"
"2827",1,"All clusters"
"2828",1,"All clusters"
"2829",1,"All clusters"
"2830",1,"All clusters"
"2831",1,"All clusters"
"2832",1,"All clusters"
"2833",1,"All clusters"
"2834",1,"All clusters"
"2835",1,"All clusters"
"2836",1,"All clusters"
"2837",1,"All clusters"
"2838",1,"All clusters"
"2839",1,"All clusters"
"2840",1,"All clusters"
"2841",1,"All clusters"
"2842",1,"All clusters"
"2843",1,"All clusters"
"2844",1,"All clusters"
"2845",1,"All clusters"
"2846",1,"All clusters"
"2847",1,"All clusters"
"2848",1,"All clusters"
"2849",1,"All clusters"
"2850",1,"All clusters"
"2851",1,"All clusters"
"2852",1,"All clusters"
"2853",1,"All clusters"
"2854",1,"All clusters"
"2855",1,"All clusters"
"2856",1,"All clusters"
"2857",1,"All clusters"
"2858",1,"All clusters"
"2859",1,"All clusters"
"2860",1,"All clusters"
"2861",1,"All clusters"
"2862",1,"All clusters"
"2863",1,"All clusters"
"2864",1,"All clusters"
"2865",1,"All clusters"
"2866",1,"All clusters"
"2867",1,"All clusters"
"2868",1,"All clusters"
"2869",1,"All clusters"
"2870",1,"All clusters"
"2871",1,"All clusters"
"2872",1,"All clusters"
"2873",1,"All clusters"
"2874",1,"All clusters"
"2875",1,"All clusters"
"2876",1,"All clusters"
"2877",1,"All clusters"
"2878",1,"All clusters"
"2879",1,"All clusters"
"2880",1,"All clusters"
"2881",1,"All clusters"
"2882",1,"All clusters"
"2883",1,"All clusters"
"2884",1,"All clusters"
"2885",1,"All clusters"
"2886",1,"All clusters"
"2887",1,"All clusters"
"2888",1,"All clusters"
"2889",1,"All clusters"
"2890",1,"All clusters"
"2891",1,"All clusters"
"2892",1,"All clusters"
"2893",1,"All clusters"
"2894",1,"All clusters"
"2895",1,"All clusters"
"2896",1,"All clusters"
"2897",1,"All clusters"
"2898",1,"All clusters"
"2899",1,"All clusters"
"2900",1,"All clusters"
"2901",1,"All clusters"
"2902",1,"All clusters"
"2903",1,"All clusters"
"2904",1,"All clusters"
"2905",1,"All clusters"
"2906",1,"All clusters"
"2907",1,"All clusters"
"2908",1,"All clusters"
"2909",1,"All clusters"
"2910",1,"All clusters"
"2911",1,"All clusters"
"2912",1,"All clusters"
"2913",1,"All clusters"
"2914",1,"All clusters"
"2915",1,"All clusters"
"2916",1,"All clusters"
"2917",1,"All clusters"
"2918",1,"All clusters"
"2919",1,"All clusters"
"2920",1,"All clusters"
"2921",1,"All clusters"
"2922",1,"All clusters"
"2923",1,"All clusters"
"2924",1,"All clusters"
"2925",1,"All clusters"
"2926",1,"All clusters"
"2927",1,"All clusters"
"2928",1,"All clusters"
"2929",1,"All clusters"
"2930",1,"All clusters"
"2931",1,"All clusters"
"2932",1,"All clusters"
"2933",1,"All clusters"
"2934",1,"All clusters"
"2935",1,"All clusters"
"2936",1,"All clusters"
"2937",1,"All clusters"
"2938",1,"All clusters"
"2939",1,"All clusters"
"2940",1,"All clusters"
"2941",1,"All clusters"
"2942",1,"All clusters"
"2943",1,"All clusters"
"2944",1,"All clusters"
"2945",1,"All clusters"
"2946",1,"All clusters"
"2947",1,"All clusters"
"2948",1,"All clusters"
"2949",1,"All clusters"
"2950",1,"All clusters"
"2951",1,"All clusters"
"2952",1,"All clusters"
"2953",1,"All clusters"
"2954",1,"All clusters"
"2955",1,"All clusters"
"2956",1,"All clusters"
"2957",1,"All clusters"
"2958",1,"All clusters"
"2959",1,"All clusters"
"2960",1,"All clusters"
"2961",1,"All clusters"
"2962",1,"All clusters"
"2963",1,"All clusters"
"2964",1,"All clusters"
"2965",1,"All clusters"
"2966",1,"All clusters"
"2967",1,"All clusters"
"2968",1,"All clusters"
"2969",1,"All clusters"
"2970",1,"All clusters"
"2971",1,"All clusters"
"2972",1,"All clusters"
"2973",1,"All clusters"
"2974",1,"All clusters"
"2975",1,"All clusters"
"2976",1,"All clusters"
"2977",1,"All clusters"
"2978",1,"All clusters"
"2979",1,"All clusters"
"2980",1,"All clusters"
"2981",1,"All clusters"
"2982",1,"All clusters"
"2983",1,"All clusters"
"2984",1,"All clusters"
"2985",1,"All clusters"
"2986",1,"All clusters"
"2987",1,"All clusters"
"2988",1,"All clusters"
"2989",1,"All clusters"
"2990",1,"All clusters"
"2991",1,"All clusters"
"2992",1,"All clusters"
"2993",1,"All clusters"
"2994",1,"All clusters"
"2995",1,"All clusters"
"2996",1,"All clusters"
"2997",1,"All clusters"
"2998",1,"All clusters"
"2999",1,"All clusters"
"3000",1,"All clusters"
"3001",1,"All clusters"
"3002",1,"All clusters"
"3003",1,"All clusters"
"3004",1,"All clusters"
"3005",1,"All clusters"
"3006",1,"All clusters"
"3007",1,"All clusters"
"3008",1,"All clusters"
"3009",1,"All clusters"
"3010",1,"All clusters"
"3011",1,"All clusters"
"3012",1,"All clusters"
"3013",1,"All clusters"
"3014",1,"All clusters"
"3015",1,"All clusters"
"3016",1,"All clusters"
"3017",1,"All clusters"
"3018",1,"All clusters"
"3019",1,"All clusters"
"3020",1,"All clusters"
"3021",1,"All clusters"
"3022",1,"All clusters"
"3023",1,"All clusters"
"3024",1,"All clusters"
"3025",1,"All clusters"
"3026",1,"All clusters"
"3027",1,"All clusters"
"3028",1,"All clusters"
"3029",1,"All clusters"
"3030",1,"All clusters"
"3031",1,"All clusters"
"3032",1,"All clusters"
"3033",1,"All clusters"
"3034",1,"All clusters"
"3035",1,"All clusters"
"3036",1,"All clusters"
"3037",1,"All clusters"
"3038",1,"All clusters"
"3039",1,"All clusters"
"3040",1,"All clusters"
"3041",1,"All clusters"
"3042",1,"All clusters"
"3043",1,"All clusters"
"3044",1,"All clusters"
"3045",1,"All clusters"
"3046",1,"All clusters"
"3047",1,"All clusters"
"3048",1,"All clusters"
"3049",1,"All clusters"
"3050",1,"All clusters"
"3051",1,"All clusters"
"3052",1,"All clusters"
"3053",1,"All clusters"
"3054",1,"All clusters"
"3055",1,"All clusters"
"3056",1,"All clusters"
"3057",1,"All clusters"
"3058",1,"All clusters"
"3059",1,"All clusters"
"3060",1,"All clusters"
"3061",1,"All clusters"
"3062",1,"All clusters"
"3063",1,"All clusters"
"3064",1,"All clusters"
"3065",1,"All clusters"
"3066",1,"All clusters"
"3067",1,"All clusters"
"3068",1,"All clusters"
"3069",1,"All clusters"
"3070",1,"All clusters"
"3071",1,"All clusters"
"3072",1,"All clusters"
"3073",1,"All clusters"
"3074",1,"All clusters"
"3075",1,"All clusters"
"3076",1,"All clusters"
"3077",1,"All clusters"
"3078",1,"All clusters"
"3079",1,"All clusters"
"3080",1,"All clusters"
"3081",1,"All clusters"
"3082",1,"All clusters"
"3083",1,"All clusters"
"3084",1,"All clusters"
"3085",1,"All clusters"
"3086",1,"All clusters"
"3087",1,"All clusters"
"3088",1,"All clusters"
"3089",1,"All clusters"
"3090",1,"All clusters"
"3091",1,"All clusters"
"3092",1,"All clusters"
"3093",1,"All clusters"
"3094",1,"All clusters"
"3095",1,"All clusters"
"3096",1,"All clusters"
"3097",1,"All clusters"
"3098",1,"All clusters"
"3099",1,"All clusters"
"3100",1,"All clusters"
"3101",1,"All clusters"
"3102",1,"All clusters"
"3103",1,"All clusters"
"3104",1,"All clusters"
"3105",1,"All clusters"
"3106",1,"All clusters"
"3107",1,"All clusters"
"3108",1,"All clusters"
"3109",1,"All clusters"
"3110",1,"All clusters"
"3111",1,"All clusters"
"3112",1,"All clusters"
"3113",1,"All clusters"
"3114",1,"All clusters"
"3115",1,"All clusters"
"3116",1,"All clusters"
"3117",1,"All clusters"
"3118",1,"All clusters"
"3119",1,"All clusters"
"3120",1,"All clusters"
"3121",1,"All clusters"
"3122",1,"All clusters"
"3123",1,"All clusters"
"3124",1,"All clusters"
"3125",1,"All clusters"
"3126",1,"All clusters"
"3127",1,"All clusters"
"3128",1,"All clusters"
"3129",1,"All clusters"
"3130",1,"All clusters"
"3131",1,"All clusters"
"3132",1,"All clusters"
"3133",1,"All clusters"
"3134",1,"All clusters"
"3135",1,"All clusters"
"3136",1,"All clusters"
"3137",1,"All clusters"
"3138",1,"All clusters"
"3139",1,"All clusters"
"3140",1,"All clusters"
"3141",1,"All clusters"
"3142",1,"All clusters"
"3143",1,"All clusters"
"3144",1,"All clusters"
"3145",1,"All clusters"
"3146",1,"All clusters"
"3147",1,"All clusters"
"3148",1,"All clusters"
"3149",1,"All clusters"
"3150",1,"All clusters"
"3151",1,"All clusters"
"3152",1,"All clusters"
"3153",1,"All clusters"
"3154",1,"All clusters"
"3155",1,"All clusters"
"3156",1,"All clusters"
"3157",1,"All clusters"
"3158",1,"All clusters"
"3159",1,"All clusters"
"3160",1,"All clusters"
"3161",1,"All clusters"
"3162",1,"All clusters"
"3163",1,"All clusters"
"3164",1,"All clusters"
"3165",1,"All clusters"
"3166",1,"All clusters"
"3167",1,"All clusters"
"3168",1,"All clusters"
"3169",1,"All clusters"
"3170",1,"All clusters"
"3171",1,"All clusters"
"3172",1,"All clusters"
"3173",1,"All clusters"
"3174",1,"All clusters"
"3175",1,"All clusters"
"3176",1,"All clusters"
"3177",1,"All clusters"
"3178",1,"All clusters"
"3179",1,"All clusters"
"3180",1,"All clusters"
"3181",1,"All clusters"
"3182",1,"All clusters"
"3183",1,"All clusters"
"3184",1,"All clusters"
"3185",1,"All clusters"
"3186",1,"All clusters"
"3187",1,"All clusters"
"3188",1,"All clusters"
"3189",1,"All clusters"
"3190",1,"All clusters"
"3191",1,"All clusters"
"3192",1,"All clusters"
"3193",1,"All clusters"
"3194",1,"All clusters"
"3195",1,"All clusters"
"3196",1,"All clusters"
"3197",1,"All clusters"
"3198",1,"All clusters"
"3199",1,"All clusters"
"3200",1,"All clusters"
"3201",1,"All clusters"
"3202",1,"All clusters"
"3203",1,"All clusters"
"3204",1,"All clusters"
"3205",1,"All clusters"
"3206",1,"All clusters"
"3207",1,"All clusters"
"3208",1,"All clusters"
"3209",1,"All clusters"
"3210",1,"All clusters"
"3211",1,"All clusters"
"3212",1,"All clusters"
"3213",1,"All clusters"
"3214",1,"All clusters"
"3215",1,"All clusters"
"3216",1,"All clusters"
"3217",1,"All clusters"
"3218",1,"All clusters"
"3219",1,"All clusters"
"3220",1,"All clusters"
"3221",1,"All clusters"
"3222",1,"All clusters"
"3223",1,"All clusters"
"3224",1,"All clusters"
"3225",1,"All clusters"
"3226",1,"All clusters"
"3227",1,"All clusters"
"3228",1,"All clusters"
"3229",1,"All clusters"
"3230",1,"All clusters"
"3231",1,"All clusters"
"3232",1,"All clusters"
"3233",1,"All clusters"
"3234",1,"All clusters"
"3235",1,"All clusters"
"3236",1,"All clusters"
"3237",1,"All clusters"
"3238",1,"All clusters"
"3239",1,"All clusters"
"3240",1,"All clusters"
"3241",1,"All clusters"
"3242",1,"All clusters"
"3243",1,"All clusters"
"3244",1,"All clusters"
"3245",1,"All clusters"
"3246",1,"All clusters"
"3247",1,"All clusters"
"3248",1,"All clusters"
"3249",1,"All clusters"
"3250",1,"All clusters"
"3251",1,"All clusters"
"3252",1,"All clusters"
"3253",1,"All clusters"
"3254",1,"All clusters"
"3255",1,"All clusters"
"3256",1,"All clusters"
"3257",1,"All clusters"
"3258",1,"All clusters"
"3259",1,"All clusters"
"3260",1,"All clusters"
"3261",1,"All clusters"
"3262",1,"All clusters"
"3263",1,"All clusters"
"3264",1,"All clusters"
"3265",1,"All clusters"
"3266",1,"All clusters"
"3267",1,"All clusters"
"3268",1,"All clusters"
"3269",1,"All clusters"
"3270",1,"All clusters"
"3271",1,"All clusters"
"3272",1,"All clusters"
"3273",1,"All clusters"
"3274",1,"All clusters"
"3275",1,"All clusters"
"3276",1,"All clusters"
"3277",1,"All clusters"
"3278",1,"All clusters"
"3279",1,"All clusters"
"3280",1,"All clusters"
"3281",1,"All clusters"
"3282",1,"All clusters"
"3283",1,"All clusters"
"3284",1,"All clusters"
"3285",1,"All clusters"
"3286",1,"All clusters"
"3287",1,"All clusters"
"3288",1,"All clusters"
"3289",1,"All clusters"
"3290",1,"All clusters"
"3291",1,"All clusters"
"3292",1,"All clusters"
"3293",1,"All clusters"
"3294",1,"All clusters"
"3295",1,"All clusters"
"3296",1,"All clusters"
"3297",1,"All clusters"
"3298",1,"All clusters"
"3299",1,"All clusters"
"3300",1,"All clusters"
"3301",1,"All clusters"
